Order_ID,Customer_ID,Product,Quantity,Unit_Price,Order_Date
92801,C0646,Mouse,2,25000,2025-07-13
92102,C0627,Laptop,5,1500,2025-06-21
40357,C0324,Keyboard,4,1500,2025-06-07
48409,C0218,Mouse,1,500,2025-06-19
86405,C0079,Mouse,4,25000,2025-06-24
22642,C0438,Monitor,1,1500,2025-06-30
89347,C0053,Monitor,1,3000,2025-07-15
61423,C0692,Keyboard,4,25000,2025-06-12
13495,C0401,Tablet,3,70000,2025-07-03
39350,C0856,Tablet,3,1500,2025-07-05
65705,C0003,Monitor,3,70000,2025-06-13
18772,C0305,Laptop,3,1500,2025-06-06
29427,C0776,Laptop,5,1500,2025-06-25
72399,C0680,Keyboard,5,500,2025-07-30
30204,C0396,Laptop,5,3000,2025-07-09
22429,C0652,Keyboard,3,70000,2025-07-04
75309,C0516,Keyboard,5,500,2025-07-03
49436,C0895,Headphones,1,12000,2025-06-14
50407,C0969,Laptop,2,25000,2025-07-05
84519,C0808,Tablet,5,1500,2025-07-29
42910,C0257,Monitor,2,500,2025-06-12
78663,C0290,Keyboard,5,1500,2025-07-10
92427,C0789,Headphones,3,70000,2025-06-22
42085,C0114,Mouse,3,500,2025-07-06
97637,C0959,Keyboard,2,500,2025-07-08
91387,C0386,Mouse,2,12000,2025-07-22
41188,C0209,Laptop,3,3000,2025-06-13
99220,C0971,Laptop,4,70000,2025-07-23
59886,C0052,Laptop,3,3000,2025-07-25
93132,C0559,Keyboard,2,500,2025-07-31
16872,C0618,Mouse,5,500,2025-06-28
71802,C0105,Laptop,4,70000,2025-07-01
30683,C0609,Monitor,5,1500,2025-07-08
11606,C0388,Headphones,1,25000,2025-07-06
50523,C0106,Tablet,3,3000,2025-06-20
28118,C0601,Mouse,1,3000,2025-07-09
87230,C0497,Keyboard,1,3000,2025-07-22
44974,C0101,Laptop,1,25000,2025-07-19
88883,C0275,Mouse,3,1500,2025-07-06
78986,C0839,Monitor,1,3000,2025-07-31
35574,C0968,Mouse,5,1500,2025-07-17
19254,C0321,Monitor,4,70000,2025-06-27
14708,C0534,Headphones,5,25000,2025-06-18
36593,C0917,Tablet,1,25000,2025-07-15
32635,C0313,Mouse,2,3000,2025-07-16
53046,C0994,Tablet,2,12000,2025-08-01
87501,C0961,Headphones,2,12000,2025-06-27
87204,C0150,Laptop,4,500,2025-08-03
24481,C0102,Keyboard,2,500,2025-06-09
46708,C0038,Mouse,2,12000,2025-06-25
39247,C0591,Laptop,3,70000,2025-07-14
23622,C0365,Headphones,4,12000,2025-06-12
71915,C0349,Laptop,4,12000,2025-07-11
51507,C0305,Keyboard,1,70000,2025-06-26
32496,C0352,Mouse,2,1500,2025-06-23
87468,C0372,Monitor,4,12000,2025-07-15
34396,C0140,Keyboard,2,500,2025-06-30
60262,C0559,Tablet,4,70000,2025-07-26
91940,C0804,Mouse,1,1500,2025-06-27
48725,C0977,Mouse,3,3000,2025-07-19
12771,C0758,Keyboard,3,70000,2025-06-25
90697,C0803,Monitor,1,1500,2025-06-24
57169,C0656,Monitor,2,3000,2025-07-30
86757,C0602,Monitor,4,500,2025-07-31
77713,C0710,Mouse,3,25000,2025-07-16
81804,C0167,Laptop,1,12000,2025-06-26
15025,C0281,Laptop,1,25000,2025-07-27
96935,C0145,Laptop,4,3000,2025-08-04
37609,C0826,Keyboard,3,70000,2025-07-22
73282,C0640,Keyboard,1,25000,2025-07-14
48431,C0921,Monitor,2,1500,2025-07-26
90167,C0693,Monitor,3,500,2025-06-19
47426,C0001,Tablet,1,25000,2025-07-18
27830,C0245,Headphones,4,500,2025-06-13
27055,C0576,Laptop,2,12000,2025-07-25
40217,C0617,Tablet,5,12000,2025-06-21
97198,C0516,Monitor,4,12000,2025-07-04
66788,C0324,Laptop,4,1500,2025-06-24
58926,C0326,Laptop,4,70000,2025-07-31
57460,C0190,Tablet,5,25000,2025-07-13
22030,C0610,Laptop,4,1500,2025-07-08
97261,C0528,Keyboard,4,1500,2025-07-04
35358,C0361,Tablet,5,3000,2025-06-20
81538,C0721,Monitor,3,3000,2025-06-16
94492,C0053,Monitor,1,70000,2025-07-02
93580,C0386,Keyboard,5,70000,2025-06-08
73507,C0331,Mouse,2,25000,2025-07-25
49276,C0127,Mouse,5,70000,2025-06-23
34341,C0678,Laptop,5,70000,2025-07-24
76918,C0068,Laptop,1,1500,2025-07-07
13938,C0116,Monitor,4,25000,2025-07-27
48779,C0069,Laptop,2,70000,2025-06-20
77698,C0571,Mouse,1,70000,2025-06-13
82910,C0832,Headphones,3,3000,2025-07-09
47854,C0502,Tablet,1,500,2025-08-04
87871,C0824,Mouse,2,12000,2025-08-03
52541,C0161,Laptop,4,500,2025-07-17
35685,C0180,Headphones,2,70000,2025-06-23
60118,C0735,Keyboard,1,3000,2025-07-26
97514,C0532,Laptop,5,3000,2025-07-13
32885,C0998,Mouse,5,500,2025-06-23
15552,C0810,Keyboard,2,1500,2025-06-23
78285,C0395,Tablet,3,70000,2025-07-06
21707,C0324,Tablet,3,1500,2025-06-22
22557,C0451,Headphones,4,1500,2025-08-01
25041,C0862,Headphones,4,25000,2025-07-06
10619,C0861,Laptop,2,12000,2025-07-25
60491,C0076,Monitor,2,1500,2025-07-30
83411,C0447,Tablet,5,3000,2025-07-06
97067,C0883,Tablet,2,70000,2025-06-09
64654,C0652,Keyboard,2,1500,2025-07-14
85857,C0792,Mouse,2,70000,2025-06-19
16052,C0660,Mouse,2,3000,2025-06-17
47175,C0157,Laptop,3,500,2025-06-30
85225,C0165,Monitor,1,3000,2025-06-20
85086,C0225,Tablet,1,12000,2025-06-23
41792,C0966,Mouse,2,70000,2025-07-24
34217,C0989,Laptop,5,1500,2025-07-22
46495,C0044,Tablet,2,1500,2025-06-15
22077,C0297,Mouse,2,70000,2025-07-13
23717,C0242,Headphones,4,500,2025-07-18
49530,C0732,Tablet,2,70000,2025-06-06
61690,C0552,Keyboard,5,1500,2025-07-06
36085,C0195,Mouse,4,3000,2025-08-03
96053,C0449,Mouse,2,70000,2025-07-27
16610,C0824,Headphones,2,3000,2025-06-08
21670,C0804,Laptop,2,1500,2025-07-22
36478,C0874,Headphones,4,25000,2025-06-13
84721,C0612,Headphones,3,70000,2025-07-27
83932,C0785,Laptop,4,70000,2025-07-26
38338,C0974,Headphones,2,12000,2025-07-02
89338,C0419,Laptop,4,25000,2025-06-22
26178,C0058,Monitor,1,70000,2025-06-11
35091,C0054,Mouse,2,70000,2025-06-22
85453,C0797,Tablet,5,500,2025-06-06
33816,C0406,Monitor,1,3000,2025-07-28
56948,C0799,Mouse,1,70000,2025-06-28
99290,C0219,Tablet,3,70000,2025-06-08
20308,C0887,Laptop,1,25000,2025-06-11
73495,C0567,Keyboard,2,70000,2025-07-31
54779,C0217,Headphones,3,70000,2025-06-06
33860,C0788,Headphones,5,3000,2025-06-30
11301,C0099,Laptop,2,500,2025-07-26
37458,C0394,Keyboard,4,3000,2025-06-23
83389,C0520,Monitor,2,70000,2025-06-21
94208,C0971,Laptop,4,3000,2025-07-24
52284,C0872,Laptop,5,500,2025-07-27
84411,C0885,Headphones,2,1500,2025-07-24
52562,C0084,Mouse,4,70000,2025-08-01
25739,C0269,Mouse,2,1500,2025-07-23
43787,C0435,Mouse,2,12000,2025-07-10
23730,C0927,Laptop,5,500,2025-06-29
61629,C0785,Headphones,2,1500,2025-07-06
37791,C0356,Monitor,4,70000,2025-06-22
80180,C0756,Mouse,1,12000,2025-07-17
94930,C0561,Keyboard,1,25000,2025-06-10
47932,C0815,Monitor,3,3000,2025-06-08
22164,C0890,Headphones,2,1500,2025-06-21
81564,C0769,Laptop,3,25000,2025-06-16
53153,C0648,Monitor,2,500,2025-08-03
79680,C0166,Monitor,3,25000,2025-07-26
96225,C0954,Headphones,5,25000,2025-06-08
79705,C0101,Tablet,4,1500,2025-07-05
63339,C0820,Mouse,2,25000,2025-06-14
77790,C0398,Monitor,4,1500,2025-07-10
24825,C0766,Keyboard,4,12000,2025-07-06
38403,C0546,Mouse,1,500,2025-06-17
19263,C0249,Tablet,4,25000,2025-07-16
82158,C0489,Monitor,5,12000,2025-07-12
91643,C0467,Mouse,3,1500,2025-07-27
31487,C0467,Mouse,3,12000,2025-07-24
63467,C0819,Laptop,2,25000,2025-06-24
36814,C0503,Monitor,2,1500,2025-06-22
86135,C0689,Monitor,2,3000,2025-07-18
79751,C0910,Mouse,3,3000,2025-07-18
30286,C0262,Tablet,2,70000,2025-06-22
61476,C0847,Keyboard,2,70000,2025-06-25
96403,C0751,Keyboard,1,70000,2025-07-07
47103,C0425,Keyboard,2,70000,2025-06-26
65663,C0712,Tablet,1,25000,2025-07-14
86236,C0952,Tablet,3,500,2025-08-02
77390,C0386,Tablet,2,70000,2025-07-31
50593,C0176,Headphones,3,70000,2025-07-22
82296,C0532,Mouse,4,500,2025-07-13
67761,C0267,Tablet,4,25000,2025-08-01
92057,C0384,Monitor,5,12000,2025-06-23
20024,C0440,Keyboard,1,70000,2025-07-11
48379,C0901,Laptop,5,12000,2025-06-20
87114,C0229,Laptop,4,70000,2025-06-20
44060,C0667,Headphones,2,1500,2025-06-28
20983,C0036,Tablet,3,12000,2025-07-11
77200,C0920,Mouse,2,25000,2025-06-09
81339,C0232,Keyboard,1,1500,2025-07-05
44701,C0438,Monitor,2,70000,2025-06-13
79963,C0774,Mouse,4,70000,2025-06-28
32362,C0694,Mouse,5,1500,2025-07-01
58767,C0332,Monitor,3,12000,2025-06-18
98981,C0954,Tablet,1,3000,2025-06-25
80373,C0195,Laptop,3,12000,2025-06-23
38898,C0075,Laptop,5,12000,2025-08-04
67004,C0715,Monitor,2,500,2025-07-16
31107,C0284,Mouse,3,12000,2025-07-29
84205,C0513,Monitor,2,25000,2025-06-08
28773,C0235,Laptop,3,500,2025-06-24
99887,C0909,Mouse,5,500,2025-07-07
79674,C0097,Headphones,3,12000,2025-06-22
38665,C0486,Keyboard,5,12000,2025-06-15
68031,C0569,Monitor,4,3000,2025-06-28
85354,C0442,Keyboard,5,25000,2025-06-06
81948,C0573,Monitor,4,70000,2025-08-02
53049,C0673,Monitor,1,1500,2025-07-02
59365,C0343,Tablet,3,25000,2025-06-06
56977,C0145,Laptop,2,12000,2025-07-05
51722,C0117,Keyboard,2,70000,2025-07-14
37437,C0760,Mouse,3,25000,2025-06-16
44306,C0924,Monitor,2,1500,2025-06-30
55362,C0577,Tablet,3,1500,2025-07-28
97327,C0580,Tablet,5,1500,2025-06-15
44235,C0151,Headphones,5,500,2025-07-23
97070,C0939,Keyboard,4,500,2025-07-23
42691,C0643,Monitor,5,12000,2025-07-06
28758,C0683,Laptop,4,500,2025-07-12
50269,C0713,Mouse,5,3000,2025-06-15
91571,C0270,Laptop,2,3000,2025-07-27
94118,C0532,Monitor,4,12000,2025-06-23
68139,C0771,Laptop,3,70000,2025-06-27
95286,C0219,Headphones,4,12000,2025-06-19
76226,C0324,Keyboard,2,25000,2025-07-27
52404,C0919,Keyboard,4,12000,2025-07-20
98252,C0741,Laptop,4,25000,2025-06-15
72358,C0847,Tablet,4,12000,2025-06-09
83967,C0606,Tablet,2,25000,2025-07-02
81011,C0826,Headphones,1,70000,2025-06-14
17008,C0976,Headphones,5,12000,2025-07-14
59382,C0588,Headphones,2,12000,2025-07-09
33271,C0429,Monitor,5,25000,2025-07-09
32843,C0405,Mouse,4,12000,2025-06-08
28380,C0807,Tablet,1,500,2025-06-18
63211,C0461,Mouse,1,25000,2025-07-29
10292,C0878,Laptop,1,25000,2025-07-22
50953,C0997,Keyboard,1,12000,2025-07-10
11207,C0828,Tablet,2,1500,2025-07-09
97129,C0285,Mouse,3,1500,2025-06-18
63904,C0672,Monitor,2,12000,2025-06-23
30913,C0388,Mouse,1,12000,2025-06-28
50392,C0579,Monitor,2,12000,2025-06-20
45365,C0828,Headphones,1,12000,2025-07-07
16870,C0410,Headphones,4,25000,2025-06-10
11284,C0898,Mouse,3,1500,2025-07-28
18055,C0418,Mouse,2,3000,2025-06-23
51176,C0449,Mouse,5,12000,2025-06-09
58930,C0961,Keyboard,1,500,2025-08-03
77517,C0502,Laptop,5,12000,2025-06-18
33417,C0823,Headphones,3,25000,2025-06-16
48064,C0551,Keyboard,2,12000,2025-06-09
68072,C0980,Monitor,1,70000,2025-06-12
10831,C0503,Monitor,1,12000,2025-07-20
32320,C0459,Tablet,5,25000,2025-06-15
10391,C0294,Tablet,2,500,2025-07-28
42735,C0252,Headphones,4,3000,2025-07-01
10155,C0258,Keyboard,3,25000,2025-06-07
61686,C0160,Mouse,4,25000,2025-07-17
70833,C0058,Monitor,5,25000,2025-07-26
26075,C0877,Tablet,1,500,2025-07-16
69215,C0516,Tablet,2,3000,2025-07-22
71960,C0204,Mouse,2,1500,2025-06-11
24156,C0775,Monitor,3,12000,2025-07-08
75343,C0731,Mouse,1,70000,2025-07-10
68440,C0385,Keyboard,3,500,2025-06-28
98187,C0861,Mouse,4,500,2025-07-31
80091,C0456,Monitor,5,1500,2025-07-25
64628,C0754,Headphones,2,12000,2025-08-02
67614,C0226,Headphones,2,1500,2025-06-28
98431,C0721,Monitor,3,500,2025-08-04
45574,C0761,Mouse,3,1500,2025-08-01
44712,C0737,Tablet,4,70000,2025-06-28
80025,C0930,Keyboard,1,25000,2025-06-11
56134,C0424,Headphones,4,3000,2025-06-10
22086,C0755,Keyboard,3,25000,2025-07-13
81926,C0602,Laptop,5,25000,2025-06-17
93235,C0040,Keyboard,5,25000,2025-07-11
58961,C0388,Mouse,4,25000,2025-07-21
27204,C0341,Tablet,5,1500,2025-07-22
31229,C0747,Mouse,5,12000,2025-06-20
37209,C0846,Mouse,3,1500,2025-07-23
36588,C0550,Headphones,5,3000,2025-07-03
75471,C0157,Monitor,2,3000,2025-06-26
23141,C0215,Mouse,3,70000,2025-06-12
64690,C0389,Tablet,3,70000,2025-07-22
79202,C0326,Headphones,5,1500,2025-07-17
36240,C0640,Tablet,1,500,2025-06-28
40267,C0008,Laptop,2,500,2025-06-25
41350,C0607,Laptop,5,12000,2025-06-09
90551,C0013,Laptop,2,1500,2025-07-30
16567,C0435,Headphones,5,1500,2025-07-17
50865,C0784,Mouse,5,3000,2025-06-28
24472,C0263,Keyboard,2,1500,2025-06-11
55674,C0208,Monitor,4,12000,2025-07-21
23540,C0993,Mouse,2,12000,2025-07-14
75635,C0249,Mouse,4,3000,2025-07-21
